name,,,text,,,
andylapin,,,"@SouthwestAir it is working on a different device, though. Any help is appreciated.",,,
andylapin,,,@SouthwestAir having trouble with Wifi. No matter what I get redirected back to getconnected page even though it says I'm connected.,,,
birdman64015,,,@Southwestair is this account even aware of the #destinationdragons contest? The one youre fucking up for me?,,,
Lb364,,,@SouthwestAir Thank you! I can't wait either :),,,
tracyannmanning,,,@SouthwestAir What does this even mean?  I'm taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.,,,
beefsnout,,,@southwestair SWEET!!! Glad to hear it. I'll keep you guys in mind next time!,,,
dman610_dave,,,"@SouthwestAir you do a great job of achieving that at most cities, just not at BWI.",,,
birdman64015,,,@SouthwestAir hello. my flight is Cancelled Flightled for #destinationdragons and no one at your desk at KCI knows what the fuck is happening!!!!!!!!,,,
butimvikki,,,@SouthwestAir your employees at BWI have been amazing!,,,
derekbarney,,,@SouthwestAir thanks for responding.,,,
birdman64015,,,@Southwestair thanks for leaving me hanging here. #destinationdragons flights all fucked up now. No help?!,,,
Kay2run,,,"@SouthwestAir Hi! Winter Wx Advisory issued for STL. Snow &amp; Ice &amp; Cold, oh my! Will you issue a travel advisory for that?",,,
kalenski,,,"@SouthwestAir If a travel advisory is posted for DEN, can I then make changes to my ticket? Anything I need to know before I call?",,,
andylapin,,,@SouthwestAir luxury! Only 40 people on this flight. I'm going to get spoiled.,,,
derekbarney,,,"@southwestair three flights with three  check in agents, not enough. #missedflight  back to Jet Blue",,,
Lb364,,,@SouthwestAir when are you releasing your flights for September? Just found out you fly direct lbb to las! So excited! #tripofalifetime,,,
vdeshp2,,,@SouthwestAir unable to book travel right now on the website or through the app. Help!,,,
freehighfives,,,@SouthwestAir Gracias... appreciate that!,,,
JaylynCoffin,,,@SouthwestAir was fantastic! That's the best flight service I've ever had.,,,
linkster93,,,@SouthwestAir would love to win tickets and take my son to Imagine Dragons in Provo Saturday night.  Crossed fingers. #DestinationDragons,,,
ProShunks,,,"@SouthwestAir Promotion also said two free round trip flights. Nope, had to pay $200 extra for chi to Vegas. Bait&amp;switch.",,,
Yaardiegurl,,,"@SouthwestAir so for an extra luggage, it cost $75????",,,
dotcomjohn,,,@SouthwestAir turned my non-stop flight between Laguardia/dal into a 1 stop in STL. WTH? I'm thinking some sorta comp is in order? REALLY?,,,
jdbwaffles,,,"@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!😜",,,
AdamLarsenn,,,@SouthwestAir last 5 flights have all consistently ran behind schedule what's up with that ??,,,
HolguinAndy,,,@SouthwestAir how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol,,,
ViroSciCollie,,,"@SouthwestAir my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated",,,
teachermohler,,,"@SouthwestAir Why do airlines change ticket prices in the middle of the day
#annoyed",,,
_ItsMeHollywood,,,@SouthwestAir #delayed again! You're killing me Late Flightly!,,,
allymbeck,,,@SouthwestAir LOVE IMAGINE DRAGONS  SO MUCH I EOULD DIE IF I GOT TICKETS,,,
sick_beat_swift,,,@SouthwestAir I WANNAA GO TO THE VEGAS SHOW SO BAD ID DOO ANYTHING #DestinationDragons,,,
sick_beat_swift,,,"@SouthwestAir I love imagine dragons o flipping much, pls #DestinationDragons",,,
geekstiel,,,@SouthwestAir I would love to go to the Atlanta show ♥️,,,
sick_beat_swift,,,@SouthwestAir I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!,,,
PeterSanto29,,,@SouthwestAir Another delay. Wow,,,
KojiFox,,,@SouthwestAir I don't want to be too whiny. We accommodated several passengers whose earlier flight was Cancelled Flightled. Our flight was very long.,,,
lauraannB85,,,@SouthwestAir this would be an awesome experience #DestinationDragons,,,
THlSICKBEAT,,,@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU,,,
DSims3,,,@SouthwestAir Yes! How about #DestinationDragons in San Diego?!?,,,
JatinAShah,,,@SouthwestAir I can't begin to tell you how slow my plane's wifi is. I can't even pull up an email.  What am i paying $8 for??,,,
_YohoKa_,,,@SouthwestAir do we get to pick which @Imaginedragons show? #DestinationDragons,,,
PlaneyJanie,,,@SouthwestAir BETSY is the BESTY! Gettin' stuck at #LAS might not be bad for most..but I want home! #homewardbound #betsy #besty #thankyou,,,
MickeySnowflake,,,"@SouthwestAir We should be landing at RIC right now, but haven't even left ATL. Should have picked Delta maybe?",,,
collmac22,,,@SouthwestAir I love ya but your bringin me down. An hour Late Flight leaving and now we've been sitting in the runway for 20 min 😥 #fail,,,
originalwecky,,,"@SouthwestAir I have never been mor e disappointed in a company, charging $8 to use your wifi which only works for about 8 apps parhetic",,,
pwdersno,,,@SouthwestAir  Just picked up my bag at SEATAC all the clothes are soaking wet... #bagawim http://t.co/nGxAl9OmL6,,,
CalbynSevilla,,,@SouthwestAir would be cool if the best airlines company hooked me up with @Imaginedragons tickets for Vegas ;),,,
MattChrisEd,,,"@SouthwestAir appreciate the reply, hopefully those LAX agents get the memo. Cheers!",,,
itsjessme_,,,@SouthwestAir Can you help me out with tickets to the Vegas event? I would be so stoked!,,,
newt_ripley,,,"@SouthwestAir I notice that there are separate buttons for ""guitar"" and actual ""music"" in this pic. Some bands should take note of this.",,,
Karima_Hersi,,,@SouthwestAir give me tickets to atlanta! I would do anything!  Anything 😆,,,
julianguilfoyle,,,@SouthwestAir offering us absolutely nothing for our troubles either. Blames the @TSA,,,
mrssuperdimmock,,,@SouthwestAir link doesn't work,,,
bhammock,,,@SouthwestAir Just realized my Luv Voucher expired today. :( Any chance of getting some luv with an extension? Please? #VeryLoyalCustomer,,,
geekstiel,,,"@SouthwestAir it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)",,,
bluefig,,,@southwestair after 4 hours of delays you did make a nice offer for rescheduling me the next day... but...,,,
iknowmatt2,,,@SouthwestAir a nice trip back home after a looong vaca 😊🌴 http://t.co/9TRvfnCedL,,,
freehighfives,,,@SouthwestAir Paid for in flight wifi from Austin to San Diego - wasn't useable. :/ Possible to get a refund? Conf #8X7XVM,,,
johnpitzel,,,@SouthwestAir It was the usually excellent SWA flight!,,,
paindocsteve,,,@SouthwestAir you know I ❤️you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6,,,
bfitnbfab,,,@SouthwestAir I figured the streaming wouldn't work per the TOS but just the @NASCAR site is taking longer than 5 minutes to load,,,
kgLate Flightshow10,,,"@SouthwestAir now we have to wait, and wait to get it straight. I fly you for personal and business. But now, not so sure. #BeBetter",,,
kgLate Flightshow10,,,@SouthwestAir because your gate attendant let someone board whose boarding pass kept reading invalid. This messed up the passenger log.,,,
bfitnbfab,,,@SouthwestAir Your #Android Wi-Fi experience is terrible! $8 is a ripoff! I can't get to @NASCAR or MRN for @DISupdates #BudweiserDuels,,,
kgLate Flightshow10,,,"@SouthwestAir Dear SWA, I fly you a lot.   Most of the time, amazing. Today: unacceptable.I am sitting here in Midway delayed 20 min....",,,
MySnobbyCX,,,"@SouthwestAir, what do you know? Finally lined up like cattle to board my SW flight (after original departure time) #badcustomerservice",,,
Grime145,,,@SouthwestAir seems like you could make more money by opening up seats on a more desirable flight.,,,
Salem_Eways,,,@SouthwestAir Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!,,,
YavesEllis,,,@SouthwestAir thanks for adding straight flights from Columbus to Oakland!,,,
NormaG348,,,@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline,,,
CassandraWE,,,@SouthwestAir where is the great customer service I have come to know/expect; you LUV dropped by EB check in and no help in sight!,,,
CassandraWE,,,@SouthwestAir why can't you help me after you made mistake and dropped my early bird check in on your end?  Where is the LUV?,,,
jolexa,,,@southwestair I have a roundtrip ticket now and I need to change one leg of the trip (to a nearby airport) - not possible via website?,,,
abyrley,,,@SouthwestAir please do something about the speed of your WiFi connections on your planes.  It might as well be non-existent.,,,
ksteinkamp,,,@SouthwestAir Your crew on 4028 tonight was outstanding. God bless them and the medically trained passengers on board.,,,
looselydraped,,,@SouthwestAir Weather seriously cannot even be the only excuse at this point because it was awful service in the summer too. Over it.,,,
looselydraped,,,@SouthwestAir is seriously THE WORST. I don't remember the last time I or someone I knew had a flight that wasn't delayed / Cancelled Flightled / etc!,,,
itsjessme_,,,@SouthwestAir Is there any way to get entry to the Las Vegas event to see @Imaginedragons perform? #DestinationDragons,,,
NickStewart140,,,@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!,,,
Grime145,,,@SouthwestAir why do you charge so much moving from a full flight to an earlier flight with seats available?  doesn't make sense to me.,,,
John_Corl,,,@SouthwestAir and now no wifi??? Come on.,,,
John_Corl,,,@SouthwestAir on brd now.frustrated we go 2 #BUF not #ROC.if tld flt was gng 2b held earlier would not be a mess.cng bk unable due to overbk,,,
CWiesmore,,,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!",,,
destryfields,,,@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup,,,
walterbiscardi,,,@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.,,,
CWiesmore,,,"@SouthwestAir, on #unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. #REFUND",,,
hvroberts,,,@SouthwestAir good to know. Perhaps it was execution then.,,,
MichaelALopezJr,,,@SouthwestAir love how you hold flight 2851 in PHX for Late Flight passengers and make us all over an hour Late Flight. Great job.,,,
John_Corl,,,@SouthwestAir I tried to return to orig booked flt. told overbooked.Gng to diff dest.Feel like we were switched on purpose bec of overbook.,,,
AMiltx3,,,"“@SouthwestAir: @AMiltx3 You are forgiven most loved Customer,,,it's as if you never left :) ^LL” that's why you're bae ❤️",,,
lillcheeks,,,@SouthwestAir do we have a time estimate for our luggage? we'll be sure to fill out your survey!!,,,
DStein026,,,"@SouthwestAir you only hear about the bad things. Flying the last to weekends, the flights and crews were awesome. Thank you. 👍👍",,,
itsjessme_,,,"@SouthwestAir Sorry to spam, it would just be so awesome to see @Imaginedragons in Vegas. Your help would be absolutely amazing.",,,
mikeroblescomic,,,@SouthwestAir DM Sent.,,,
geekstiel,,,@SouthwestAir can you please DM me? I have a question for you :),,,
AdrienneCorn,,,@SouthwestAir done.0,,,
hwulczyn,,,@SouthwestAir lets chat about flights to and from BWI and the Carolina area... Can a girl get break? I've had to resort to USAir 😖 2 a day?!,,,
martr152,,,@SouthwestAir sent,,,
MySnobbyCX,,,"@SouthwestAir, remember me? Wouldn't let me on 3:05pm flight (seats available). Now my 7:40 flight is delayed. Worst airline. #badservice",,,
bjpoppe,,,@SouthwestAir @MichaelBColeman - thanks for making new direct flight to San Francisco.,,,
md11pilotms,,,@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️,,,
wclsc59,,,@SouthwestAir will you please work out a contract with @triflight to offer service there..,,,
geekstiel,,,@SouthwestAir please reply to my DM ♥️,,,
martr152,,,@SouthwestAir you're going to compensate us for the two plane changes in Atlanta right?,,,
RedArmyHooligan,,,@SouthwestAir next up: enforcing your boarding procedure.,,,
scoutout,,,@SouthwestAir Roger wilco.,,,
Traceyd14,,,@SouthwestAir How do I enter passport information on an existing reservation before check in?,,,
itsjessme_,,,@SouthwestAir Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been @Imaginedragons fans since 2009. They are awesome!,,,
jwfitz12,,,"@SouthwestAir nvm, gate said they're holding connections. Thanks for quick response!",,,
AgroEquipment,,,@SouthwestAir to the rescue. Sundown in Chicago. Next stop San Antonio! http://t.co/rQBpmwETtq,,,
RedArmyHooligan,,,"@SouthwestAir yall say flt 4200 is on time, yet we haven't boarded for a 3:35 departure b/c we are waiting on a new crew. Why the subterfuge",,,
saianel,,,@SouthwestAir Did yall get rid of the Austin to Cabo flights all together? There's zero non-stop in Aug and Sept,,,
callmemrssachs,,,@SouthwestAir looking forward to the beats music available on my flight today. That's pretty cool.,,,
carleymine,,,@SouthwestAir has some of the best airfare prices! Gotta LUV them :),,,
jwfitz12,,,"@SouthwestAir my Flt was delayed, scheduled to miss my connection, can I get some help? 8HH4P2",,,
WOOKesq,,,"@SouthwestAir thank you, will do",,,
timothy_hiatt,,,"@SouthwestAir I didn't say anything about patience, I said this is probably the last time I fly Southwest. I suggest others do the same.",,,
currentlyjoseph,,,@SouthwestAir flight # 317,,,
shayhooke,,,@SouthwestAir iPhone App Adds Passbook Support #Airlines #Travel http://t.co/lJzDTHD9Bv,,,
geekstiel,,,@SouthwestAir do you have any tickets to the Atlanta show? I would love to go with my sister ♥️🙏,,,
pancho_joe,,,"“@SouthwestAir: @pancho_joe No, no, you must've heard us wrong. Sweet mixtape,though"" 4 the record,I didn't leave the 80's, the 80's left me",,,
campnhike75,,,@SouthwestAir :( Thanks for the opportunity...,,,
TheeSamSanders,,,@SouthwestAir don't ever tweet me again,,,
TyMcNeely,,,"@SouthwestAir Problem is, I wasn't issued a position until today at the gate. And no option to upgrade. Not good when you're 6'4.",,,
TheeSamSanders,,,@SouthwestAir might be the worst airline ever,,,
Creative_Advant,,,"@SouthwestAir truly the best in #customerservice.  If something goes wrong, no matter how big or small the issue was, they fix it. Thank you",,,
JackieFromSpace,,,@SouthwestAir YOU ARE THE EASIEST AIRLINE TO DEAL WITH.. I LOVEEEE YOU SO MUCH,,,
_troyjohnson,,,@SouthwestAir My 11AM was canned. I empathize. But I think your Team has lost the right to be capitalized. It's a lowercase team day.,,,
PLLMyObsessionn,,,@SouthwestAir thank you!,,,
PLLMyObsessionn,,,@SouthwestAir yes please,,,
WeebDaCat,,,"@SouthwestAir ok, gotcha! ✈️😃👍",,,
rbethmann,,,@SouthwestAir Oops...no functioning bathrooms on a fairly full flight?  Hope everyone on 702 from New York can hold it.  Me included.,,,
MaryWallYall,,,"@SouthwestAir I'm excited too, but perhaps you could scale your excitement back by a few weeks...",,,
sammi_jon3s,,,@SouthwestAir @Imaginedragons please help me and my best friend get tickets to #DestinationDragons we have so much to thank them for....,,,
livvyports16,,,@SouthwestAir is there any way me &amp; my best friend could get tickets to #DestinationDragons ? they mean everything in the world to us.,,,
sammi_jon3s,,,@SouthwestAir @livvyports16 and I became best friends Bcuz of @Imaginedragons is there any other way?,,,
livvyports16,,,@SouthwestAir me &amp; @sammi_jon3s are best friends because of @Imaginedragons. Any chance we could get tickets to #DestinationDragons ?,,,
stefughknee,,,@SouthwestAir thank you! ❤️❤️❤️ you guys!,,,
MaryWallYall,,,"@SouthwestAir my trip is a month away...why do you consider it ""around the corner""? Is that a setting I can change?",,,
DSauvinet,,,"@SouthwestAir CEO Gary Kelly, ""You all are absolutely my heroes!"" #SouthwestRally #BWI #bestemployees #swaculture http://t.co/JTxyHQHfJJ",,,
PeterQuintas,,,"@southwestair *any site*?   gmail, facebook, etc.",,,
DSauvinet,,,"@SouthwestAir CEO Gary Kelly, ""We are America's most loved and most flown airline!"" #SouthwestRally #BWI #bestemployees #swaculture #swapic",,,
PeterQuintas,,,@SouthwestAir I tried again with your in-flight wifi #fail,,,
Annabelle439,,,@SouthwestAir Flight Booking Problems all my Late Flight summer travel! Did the AUS-CUN direct flight disappear?,,,
DreSparkles,,,@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,,,
ladyaustin96,,,@SouthwestAir Luvin me some flights today!! Don't change!!  And please add Paypal as payment option!!!,,,
MikeWJZ,,,@SouthwestAir Pres/CEO Gary Kelly at #TheRoFo addressing 2000 of his BWI based employees. @cbsbaltimore http://t.co/OI32uq2tTZ,,,
pnutbuttrnjille,,,@SouthwestAir you're killing me!! always #delayed from #SanDiego to #SF!! #ugh,,,
stefughknee,,,@SouthwestAir when can I start Flight Booking Problems for next years super bowl time? 😩#help,,,
Erinopie,,,@SouthwestAir will you ever have a nonstop from #SJC to #BNA?? We'll take #SFO or #OAK too! Pleaseeeeee thank you!,,,
crescentcitylaw,,,@SouthwestAir almost bumped me off my flight to HRL when I was 20 minutes early then your staff was rude when I asked what was the problem?,,,
LindseyCason,,,"@SouthwestAir experiencing the worst customer service ever currently. Waited for CS rep, then put ""on hold"" but actually was hung up on.",,,
SamMurphy_17,,,@SouthwestAir makes flying for @UNO_Baseball fun! Flight crew just led the plane in singing happy birthday to one of our guys! #LuvInTheAir,,,
krisnaturally,,,@SouthwestAir thank you. Please follow and I will send.,,,
jbrauninger500,,,@SouthwestAir I just received your birthday card.  It was amazing and made me smile with joy.  Nice videos.  Thanks.,,,
JoshWinkles,,,Thanks @SouthwestAir ! #heartlanta,,,
MixMasterDJSrv,,,"@SouthwestAir any idea if there will be any ""spring sales"" soon for travel from Late Flight August to early September? Going from PA to LAX.",,,
MCarlucci,,,"@SouthwestAir thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the ""rock"" version)",,,
elisegraham,,,@SouthwestAir why doesn't your terminal B in LGA have pre-check? Makes me want to never fly your airline,,,
1KingMeech,,,@SouthwestAir just announced non-stop flights to Dallas from Columbus. Well next time @iGotMonte best you'll have less time airport hopin 😂😂,,,
itsjessme_,,,@SouthwestAir My boyfriend and I have LOVED @Imaginedragons since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?,,,
damonvonn,,,@SouthwestAir reviewing your oversize policy. Hardcase golfbags are free if under weight. How do we add guitars and instruments to the list?,,,
Milenomics,,,"@SouthwestAir @saianel You could have just said ""We don't know""",,,
yentruok720,,,@SouthwestAir Why can't I find a cheap flight from DC to St Louis? The prices went up like crazy for April weekends!,,,
funnyfellah,,,@SouthwestAir can't DM you without you following me...,,,
pancho_joe,,,"“@SouthwestAir: #IfThe80sNeverStopped, we'd still be rocking out to this chart-topping hit"". What?  The 80's are over?",,,
ravulapati,,,@SouthwestAir 4467 and 152 on 2/25 and 503 and 25 on 2/26th.,,,
saianel,,,@SouthwestAir Do y'all know when the new routes from HOU to Aruba &amp; Puerto Vallarta will be available?,,,
NieBee,,,"@SouthwestAir PWM direct to Orlando on Saturdays, why is this only happening in March? I thought it was going to be a permanent thing. :(",,,
funnyfellah,,,@SouthwestAir Yes I can. But you guys should get your act together.,,,
blue_kap,,,@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!,,,
kipster81,,,@SouthwestAir wow! Some things are better forgotten!,,,
TkerVker,,,@SouthwestAir Thank you. Great tool,,,
StevenRheaDelga,,,@SouthwestAir you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA,,,
vizualpupil,,,"@SouthwestAir thanks a lot for sending a ""special deal"" with @Budget. Getting screwed is the best when on vacation #sarcasm get new partners",,,
dahriowonder,,,@SouthwestAir for your loyal A-list customers it should be easier to get help and bring resolution to issues with your rewards program.,,,
dahriowonder,,,@SouthwestAir no one has answers...no one can help. There is always a different story to why my and my fiancee' can't be helped.,,,
jaysonsperling,,,"@SouthwestAir Don't worry, you will! :-)",,,
dahriowonder,,,@SouthwestAir Yes. Please train your customer service agents with correct protocol.. I should not be receiving different 411 evrytime I call,,,
juliemiller1,,,@SouthwestAir never got any notification that flight 955 was Cancelled Flighted today. Correct phone # and email on file. Not a happy customer.,,,
thomasdcameron,,,@SouthwestAir I was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. Luv you guys! #LOL,,,
TTpKP12,,,@SouthwestAir do you have any flights from NAS-BWI ton March 23?,,,
ravulapati,,,@SouthwestAir for my travel I see bz class and get away are sld out. Anytime is available . How do I know how many anytime are available?,,,
TkerVker,,,@SouthwestAir Thanks I get that. It looks like all BWI-SJD services stops after Aug 7. Is that the case? I cant find one date with flights.,,,
alexster4324,,,@SouthwestAir can I get some luv with a fallow?,,,
boscott73,,,"@SouthwestAir thanks for your attention, I've been flying southwest for 3 years and haven't had this issue in the past.",,,
geekstiel,,,@SouthwestAir do you have a pair of tickets to the @Imaginedragons show in Atlanta?! I'd love to go! #DestinationDragons,,,
pjarnold,,,@SouthwestAir suggestion- shades on the windows @KCIAirport so travelers won't have to watch ur luggage handlers throwing their bags around,,,
geekstiel,,,@SouthwestAir please help me get tickets to the @Imaginedragons club show in Atlanta?! #DestinationDragons,,,
geekstiel,,,@SouthwestAir Do you perhaps have a pair to the Atlanta show? #prettyplease,,,
dahriowonder,,,"@SouthwestAir your A-list program is a complete JOKE! Your company does not value loyal customers.Time to look for another ""go-to"" airliner",,,
jennihnp,,,"@SouthwestAir What's with the pricing cache?! About to book a flight, refreshed the page, &amp; the price jumped from $73 to $159. Ridiculous. 😑",,,
bryceadvice,,,@SouthwestAir @Imaginedragons #DestinationDragons Any tix to spare? I wanna go see the show on Friday in LA with my friend @HayleyMad!,,,
LVGully,,,@SouthwestAir A-List Pref credit card holder called exclusive # and hung up after on hold for 14 min. What gives???,,,
bryceadvice,,,@SouthwestAir #DestinationDragons @Imaginedragons I'm a HUGE FAN! I would love tix to your show!,,,
vincentpowell,,,@SouthwestAir following!! My bad.,,,
TkerVker,,,@SouthwestAir Is your BWI-SJD service seasonal? Wasn't part of extension. Called intl desk. They didn't know. Want to fly in Sept on Sat.,,,
MinderJoan,,,@SouthwestAir Scott is the best!!! Thank yo from the bottom of my heart💕#DestinationDragons with friends in LA @HayleyMad see u Friday,,,
OhYouLanceyHuh,,,@SouthwestAir why must the 4:45pm nonstop BOS-BNA flight stop running after August 7???,,,
danteusa1,,,"@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",,,
aaronaebie,,,@SouthwestAir now flying non stop CMH-OAK has me daydreaming about a trip to the bay...especially in this weather. #OhioProbz,,,
CeceliaNBrady,,,@SouthwestAir  3 flights yesterday; no treats but nuts and pretzels. Also no origami in the magazine. New policies? #OldPoliciesWayBetter,,,
heffery,,,@SouthwestAir is awful. They have lost my bag and aren't providing any info. This is day 3 and nothing. #WORSTAIRLINEEVER,,,
Kbaiocchi,,,"@SouthwestAir if this flight is Cancelled Flighted or delayed any further I expect full compensation for my park ticket, hotel &amp; flight..",,,
Bigtopher,,,@SouthwestAir yeehaw. You found us another plane.  Thx for listening to me vent.,,,
Kbaiocchi,,,@SouthwestAir there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again..,,,
Kbaiocchi,,,@SouthwestAir and YOUR costumer service representative lied to me and ensured me the plane would be leaving by 330.. It's scheduled for 455,,,
Kbaiocchi,,,@SouthwestAir not to mention I now have to sit in the airport for 4 hours. You've ruined my trip. I am not happy and want compensation.,,,
Kbaiocchi,,,@SouthwestAir you need to get your act together. You new this morning at 830 our plane was malfunctioning. Yet I've been delayed 3 times ..,,,
MySnobbyCX,,,"@SouthwestAir @BrittanyOBX11, keeping families apart w/ your quirky, archaic policies. Any other airline accommodates in this situation.",,,
streetsmartsmom,,,@SouthwestAir Report was filed but would like to support some active searching.  Feels pretty passive now.  Info on computer is precious.,,,
Bigtopher,,,@SouthwestAir surprise surprise more delays. Seems to be the norm.  Broken down equipment.,,,
MinderJoan,,,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons,,,
VictoriaJacobs,,,@SouthwestAir AMAZING c/s today by SW thank you SO very much. This is the reason we fly you #southwest,,,
kavemankan94,,,@SouthwestAir is the best airline out there no one is better than them #OneLove #Southwest #bestairline,,,
X713,,,@SouthwestAir great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.,,,
NYtoBalt,,,@SouthwestAir thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir,,,
MsPersia,,,@SouthwestAir yes can do,,,
covika,,,@SouthwestAir Why doesn't mean TSA PreCheck show up on my mobile boarding pass? My KTN is linked to my account.,,,
dwitb,,,"@SouthwestAir great news for @PortColumbusCMH today. Finally, Columbus' top unserved market will have flights.",,,
ohrebeca,,,@SouthwestAir no flights to HRL :( is this a limited route?,,,
TheLalaine,,,"@SouthwestAir is really stepping up their ""service""🐩 http://t.co/VQTyza6Mzu",,,
Jaaaarin,,,@southwestair this inflight WIFI is the absolute worst. I'd be willing to have paid double for dialup speeds...  #Flight7,,,
ohrebeca,,,@SouthwestAir are there any flights from MSP to HRL in March? I'm looking at 3/19-3/23,,,
davedunlap,,,@SouthwestAir Yes I know that. Also noticed you offer A list boarding after A60. So your programs are too popular.,,,
itshosey,,,@SouthwestAir I pay for a service to be delivered. Whether or not it is your fault shouldn't there be some sort of compensation?,,,
davedunlap,,,@SouthwestAir A little surprised my Early Bird got me B15 from DEN to KC just now. Worst I've had. What's up?,,,
SupermanHopkins,,,"@SouthwestAir Again, please accept my apologies for my lame, childish tweet. You didn't deserve that, &amp; I remain a LOYAL SW customer!",,,
SupermanHopkins,,,"@SouthwestAir I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!",,,
geekstiel,,,@SouthwestAir wouldn't it be awesome for my first time flying to be #DestinationDragons?!,,,
kimmck64,,,@SouthwestAir ..just booked trip to Cancun...❤️ no baggage fees..but need to have more flight time options,,,
jlittle100,,,@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights,,,
geekstiel,,,"@SouthwestAir I can easily get to the Atlanta show, I just need tickets, help?!",,,
MySnobbyCX,,,"@SouthwestAir, got ""duped"" w/ a connection on 1st flight (sneaky), now u won't give me a seat on an earlier flight w/ availability. Shameful",,,
0504Traveller,,,"@SouthwestAir adding direct flights from #Columbus to #Oakland, @BostonLogan 
http://t.co/p8Vcz4XTHM via @DispatchAlerts",,,
erinpeep,,,@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,,,
0504Traveller,,,"@SouthwestAir boarding passes now compatible with #iPhone #Passbook 
http://t.co/1ESmMnIZEk",,,
MySnobbyCX,,,"@SouthwestAir, real sincere apology! Makes my day! Glad to know flying mail is more important than me. Never flying SW again! #badservice",,,
TMP8622,,,@SouthwestAir I already follow you and can't DM because u need to follow me back,,,
katxc,,,@SouthwestAir My DM won't go through but it is 261633561838. Please let me know if you need anything else.,,,
KTmBoyle,,,@SouthwestAir Can someone rebook me? Please direct message me.,,,
MySnobbyCX,,,"@SouthwestAir, rude customer svc, won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers. #badservice",,,
erin_gilley,,,@SouthwestAir RUDE gate agent. Wholly unacceptable to us &amp; other passengers. Think this will be our last time on sw.,,,
KTmBoyle,,,@SouthwestAir having trouble reFlight Booking Problems a Cancelled Flighted flight. no one picking up phones and your site isn't working.,,,
pax7877,,,@SouthwestAir @FortuneMagazine Love SW forever😃💕😍⤴⤴,,,
slaffere,,,@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting,,,
NicholasJamz,,,@SouthwestAir question all.  When will I receive my yearly bonus point accumulation? I think it's around now but not sure.  Thanks! :),,,
BitterEnd2013,,,@SouthwestAir @FortuneMagazine. I'm flying on one right this minute,,,
iammmadeux,,,"@SouthwestAir SW rocks, thanks for the reply and the follow. Rebooked earlier flight!",,,
Omnicom,,,@SouthwestAir @FortuneMagazine Congrats!,,,
jjturlington,,,@SouthwestAir @FortuneMagazine well deserved!,,,
toscanoraul,,,@SouthwestAir please please please choose me to go see @Imaginedragons   #DestinationDragons,,,
rachael_rhanna,,,@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!,,,
MsKrysia,,,@SouthwestAir @FortuneMagazine friendliest employees,,,
wxmario,,,@SouthwestAir I got a phishing email claiming to be from Southwest. I can forward to you if you'd like to investigate.,,,
soopermarkus,,,"@SouthwestAir unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets",,,
